Team,Year,Rank,Result,Change,Combinations,Expected_Value,Lottery_Chance,Difference,Standard_deviation,Z,Winning Percentage,Playoff outcome,previous_winning_percentage,average_future_winning_percentage_2,average_future_winning_percentage_3,average_future_winning_percentage_4,average_future_winning_percentage_5,average_future_winning_percentage_6,average_future_winning_percentage_8,average_future_winning_percentage_10,average_future_winning_percentage_12,average_future_playoff_success_2,average_future_playoff_success_3,average_future_playoff_success_4,average_future_playoff_success_5,average_future_playoff_success_6,average_future_playoff_success_8,average_future_playoff_success_10,average_future_playoff_success_12,change_in_winning_percentage_2,change_in_winning_percentage_3,change_in_winning_percentage_4,change_in_winning_percentage_5,change_in_winning_percentage_6,change_in_winning_percentage_8,change_in_winning_percentage_10,change_in_winning_percentage_12
LAL,2018,10,10,0,11.0,9.81758535403673,0.03936433123617002,-0.18241464596327006,1.5887379831264947,-0.11481732538696802,0.451,0,0.427,0.5915,0.5886666666666666,0.542,0.5384,0.5384,0.5384,0.5384,0.5384,2.5,2.0,1.5,1.8,1.8,1.8,1.8,1.8,0.16450000000000004,0.16166666666666657,0.11500000000000005,0.1114,0.1114,0.1114,0.1114,0.1114
CHA,2018,11,11,0,8.0,10.848808453134374,0.028713388627047032,-0.15119154686562553,1.5220817868356713,-0.09933207806128794,0.476,0,0.439,0.415,0.42933333333333334,0.453,0.4282,0.4282,0.4282,0.4282,0.4282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02400000000000002,-0.009666666666666657,0.014000000000000012,-0.010799999999999976,-0.010799999999999976,-0.010799999999999976,-0.010799999999999976,-0.010799999999999976
DET,2018,12,12,0,7.0,11.83410787590699,0.025148801353765647,-0.16589212409300913,1.5721534180462535,-0.10551904298192895,0.5,1,0.476,0.40149999999999997,0.36033333333333334,0.34025,0.3136,0.3136,0.3136,0.3136,0.3136,0.5,0.3333333333333333,0.25,0.2,0.2,0.2,0.2,0.2,-0.07450000000000001,-0.11566666666666664,-0.13574999999999998,-0.1624,-0.1624,-0.1624,-0.1624,-0.1624
LAC,2018,13,13,0,6.0,12.830082375686288,0.021577128177095447,-0.1699176243137117,1.59479085469774,-0.10654539672910032,0.585,1,0.512,0.633,0.6396666666666667,0.60775,0.5936,0.5936,0.5936,0.5936,0.5936,1.5,2.0,1.5,1.4,1.4,1.4,1.4,1.4,0.121,0.1276666666666667,0.09575,0.0816,0.0816,0.0816,0.0816,0.0816
DEN,2018,14,14,0,5.0,13.836783653964277,0.017998399612432478,-0.163216346035723,1.5843826562360435,-0.10301573637739114,0.659,2,0.561,0.6445000000000001,0.6473333333333333,0.63175,0.6346,0.6346,0.6346,0.6346,0.6346,2.5,2.3333333333333335,2.0,2.6,2.6,2.6,2.6,2.6,0.08350000000000002,0.08633333333333326,0.07074999999999998,0.0736,0.0736,0.0736,0.0736,0.0736
BKN,2017,1,1,0,250.0,2.6456421175830265,0.6403728069724952,1.6456421175830265,1.2033464836201346,1.3675546818670998,0.341,0,0.244,0.4265,0.4463333333333333,0.5015000000000001,0.5086,0.5153333333333333,0.5153333333333333,0.5153333333333333,0.5153333333333333,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.1825,0.2023333333333333,0.25750000000000006,0.26460000000000006,0.2713333333333333,0.2713333333333333,0.2713333333333333,0.2713333333333333
PHX,2017,2,4,-2,199.0,2.977750903058571,0.5542761274543423,-1.022249096941429,1.3328846095948332,-0.7669449325040745,0.256,0,0.293,0.24400000000000002,0.318,0.4155,0.48840000000000006,0.4985,0.4985,0.4985,0.4985,0.0,0.0,1.0,1.2,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,-0.04899999999999996,0.025000000000000022,0.1225,0.19540000000000007,0.20550000000000002,0.20550000000000002,0.20550000000000002,0.20550000000000002
LAL,2017,3,2,1,156.0,3.4036983412919612,0.46481388463624995,1.4036983412919612,1.4954291708646485,0.938659194724917,0.427,0,0.317,0.439,0.5366666666666666,0.5482499999999999,0.5189999999999999,0.5198333333333333,0.5198333333333333,0.5198333333333333,0.5198333333333333,0.0,1.6666666666666667,1.5,1.2,1.5,1.5,1.5,1.5,0.122,0.21966666666666662,0.2312499999999999,0.2019999999999999,0.20283333333333325,0.20283333333333325,0.20283333333333325,0.20283333333333325
PHI,2017,4,5,-1,119.0,3.9652936492688307,0.37422668673705456,-1.0347063507311693,1.668805779443264,-0.6200280245172457,0.634,2,0.341,0.628,0.6149999999999999,0.6315000000000001,0.6296,0.6345,0.6345,0.6345,0.6345,2.0,1.6666666666666667,1.75,1.8,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333,0.287,0.27399999999999985,0.29050000000000004,0.2886,0.2934999999999999,0.2934999999999999,0.2934999999999999,0.2934999999999999
ORL,2017,5,6,-1,88.0,4.68443317940357,0.28850773657099765,-1.3155668205964304,1.81854366763931,-0.7234177787461081,0.305,0,0.354,0.4085,0.423,0.39025,0.3658,0.37400000000000005,0.37400000000000005,0.37400000000000005,0.37400000000000005,0.5,0.6666666666666666,0.5,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.05449999999999999,0.069,0.036250000000000004,0.011800000000000033,0.020000000000000073,0.020000000000000073,0.020000000000000073,0.020000000000000073
MIN,2017,6,7,-1,53.0,5.712470915760015,0.1813451096540335,-1.287529084239985,1.826097018001175,-0.7050715660492669,0.573,1,0.378,0.506,0.4363333333333333,0.40700000000000003,0.4378,0.45016666666666666,0.45016666666666666,0.45016666666666666,0.45016666666666666,0.5,0.3333333333333333,0.25,0.4,0.5,0.5,0.5,0.5,0.128,0.05833333333333329,0.029000000000000026,0.05980000000000002,0.07216666666666666,0.07216666666666666,0.07216666666666666,0.07216666666666666
NYK,2017,7,8,-1,53.0,6.369553117455091,0.1813451096540335,-1.6304468825449092,2.0975523487211793,-0.7773092688432536,0.354,0,0.378,0.28049999999999997,0.293,0.362,0.3798,0.412,0.412,0.412,0.412,0.0,0.0,0.25,0.2,0.5,0.5,0.5,0.5,-0.09750000000000003,-0.08500000000000002,-0.016000000000000014,0.0018000000000000238,0.033999999999999975,0.033999999999999975,0.033999999999999975,0.033999999999999975
SAC,2017,8,3,5,28.0,7.602650922348895,0.09848891367769191,4.602650922348895,1.8794065412907677,2.4489916477505798,0.329,0,0.39,0.40249999999999997,0.412,0.41675,0.40659999999999996,0.4363333333333333,0.4363333333333333,0.4363333333333333,0.4363333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.012499999999999956,0.021999999999999964,0.026749999999999996,0.016599999999999948,0.04633333333333328,0.04633333333333328,0.04633333333333328,0.04633333333333328
DAL,2017,9,9,0,17.0,8.712546766438543,0.060481946474193846,-0.28745323356145747,1.7220850730276192,-0.16692162197079055,0.293,0,0.402,0.34750000000000003,0.4226666666666667,0.46275,0.497,0.49133333333333334,0.49133333333333334,0.49133333333333334,0.49133333333333334,0.0,0.0,0.25,0.4,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,-0.05449999999999999,0.020666666666666667,0.06074999999999997,0.09499999999999997,0.08933333333333332,0.08933333333333332,0.08933333333333332,0.08933333333333332
CHA,2017,11,11,0,8.0,10.809125565467356,0.028718715643999325,-0.19087443453264363,1.5216229683110327,-0.12544134684330505,0.439,0,0.439,0.4575,0.42300000000000004,0.43174999999999997,0.4502,0.43,0.43,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018500000000000016,-0.01599999999999996,-0.007250000000000034,0.011199999999999988,-0.009000000000000008,-0.009000000000000008,-0.009000000000000008,-0.009000000000000008
DET,2017,12,12,0,7.0,11.790772670439397,0.025153471292357517,-0.20922732956060308,1.5716330001460614,-0.13312734559605094,0.476,0,0.451,0.488,0.4263333333333333,0.38925,0.3674,0.3406666666666667,0.3406666666666667,0.3406666666666667,0.3406666666666667,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.03699999999999998,-0.024666666666666726,-0.06175000000000003,-0.08360000000000001,-0.11033333333333334,-0.11033333333333334,-0.11033333333333334,-0.11033333333333334
DEN,2017,13,13,0,6.0,12.783075461880165,0.02158113851508987,-0.21692453811983547,1.59419146282737,-0.13607182272517637,0.561,0,0.488,0.6100000000000001,0.6166666666666667,0.62575,0.6176,0.6223333333333333,0.6223333333333333,0.6223333333333333,0.6223333333333333,1.0,1.6666666666666667,1.75,1.6,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,0.12200000000000011,0.1286666666666667,0.13775000000000004,0.12960000000000005,0.1343333333333333,0.1343333333333333,0.1343333333333333,0.1343333333333333
MIA,2017,14,14,0,5.0,13.786085641441774,0.018001747831576168,-0.21391435855822571,1.5836793173723904,-0.13507428947998654,0.537,1,0.5,0.5065,0.5386666666666667,0.543,0.5636,0.5591666666666667,0.5591666666666667,0.5591666666666667,0.5591666666666667,0.5,1.6666666666666667,1.5,1.8,2.1666666666666665,2.1666666666666665,2.1666666666666665,2.1666666666666665,0.00649999999999995,0.03866666666666674,0.04300000000000004,0.06359999999999999,0.0591666666666667,0.0591666666666667,0.0591666666666667,0.0591666666666667
PHI,2016,1,1,0,250.0,2.6455851758662936,0.640412815368183,1.6455851758662936,1.2033201260810082,1.3675373162964215,0.341,0,0.122,0.48750000000000004,0.5323333333333333,0.5465,0.5734,0.5815,0.5925714285714285,0.5925714285714285,0.5925714285714285,1.0,1.3333333333333333,1.25,1.4,1.5,1.5714285714285714,1.5714285714285714,1.5714285714285714,0.36550000000000005,0.4103333333333333,0.4245,0.4514,0.4595,0.47057142857142853,0.47057142857142853,0.47057142857142853
LAL,2016,2,2,0,199.0,2.977646877122144,0.5543148661550406,0.9776468771221438,1.3328160786104564,0.7335197202463235,0.317,0,0.207,0.372,0.3983333333333334,0.48175,0.502,0.48533333333333334,0.4908571428571428,0.4908571428571428,0.4908571428571428,0.0,0.0,1.25,1.2,1.0,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.165,0.19133333333333338,0.27475000000000005,0.29500000000000004,0.2783333333333333,0.2838571428571428,0.2838571428571428,0.2838571428571428
BKN,2016,3,3,0,156.0,3.4035324086893057,0.4648485253021013,0.40353240868930573,1.4953226545140934,0.26986310109802625,0.244,0,0.256,0.2925,0.36566666666666664,0.39575,0.45000000000000007,0.4645000000000001,0.4765714285714286,0.4765714285714286,0.4765714285714286,0.0,0.3333333333333333,0.5,0.8,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.03649999999999998,0.10966666666666663,0.13974999999999999,0.19400000000000006,0.20850000000000007,0.22057142857142858,0.22057142857142858,0.22057142857142858
PHX,2016,4,4,0,119.0,3.9650762072085204,0.37425554556264673,-0.03492379279147961,1.6686637379440845,-0.020929197415477052,0.293,0,0.28,0.27449999999999997,0.26033333333333336,0.31175,0.39099999999999996,0.45583333333333337,0.4691428571428572,0.4691428571428572,0.4691428571428572,0.0,0.0,0.0,0.8,1.0,1.1428571428571428,1.1428571428571428,1.1428571428571428,-0.00550000000000006,-0.019666666666666666,0.03175,0.11099999999999993,0.17583333333333334,0.18914285714285717,0.18914285714285717,0.18914285714285717
MIN,2016,5,5,0,88.0,4.684179027736289,0.28853031240908245,-0.31582097226371086,1.8183800022539742,-0.17368260312598838,0.378,0,0.354,0.4755,0.4633333333333334,0.42174999999999996,0.40120000000000006,0.42783333333333334,0.4398571428571429,0.4398571428571429,0.4398571428571429,0.5,0.3333333333333333,0.25,0.2,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.1215,0.1093333333333334,0.06774999999999998,0.047200000000000075,0.07383333333333336,0.08585714285714291,0.08585714285714291,0.08585714285714291
NYK,2016,7,7,0,43.0,6.537463887477298,0.1488189689553407,-0.4625361125227023,1.9426892404986482,-0.23809063378761436,0.378,0,0.39,0.366,0.313,0.31425000000000003,0.3652,0.3795,0.40714285714285714,0.40714285714285714,0.40714285714285714,0.0,0.0,0.0,0.2,0.16666666666666666,0.42857142857142855,0.42857142857142855,0.42857142857142855,-0.02400000000000002,-0.07700000000000001,-0.07574999999999998,-0.02479999999999999,-0.01050000000000001,0.017142857142857126,0.017142857142857126,0.017142857142857126
SAC,2016,8,8,0,19.0,7.820394165969009,0.06746517204168181,-0.1796058340309914,1.610555876421979,-0.1115179154355109,0.39,0,0.402,0.35950000000000004,0.3983333333333334,0.40650000000000003,0.4114,0.4038333333333333,0.4297142857142857,0.4297142857142857,0.4297142857142857,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,-0.04249999999999998,-0.0036666666666666514,0.004500000000000004,0.009399999999999964,0.001833333333333298,0.02771428571428569,0.02771428571428569,0.02771428571428569
DEN,2016,9,9,0,19.0,8.6875964639764,0.06746517204168181,-0.3124035360236004,1.820354742248638,-0.17161684410902034,0.488,0,0.402,0.5245,0.5693333333333334,0.5845,0.5982000000000001,0.596,0.6031428571428572,0.6031428571428572,0.6031428571428572,0.0,0.6666666666666666,1.25,1.4,1.3333333333333333,1.8571428571428572,1.8571428571428572,1.8571428571428572,0.12249999999999994,0.16733333333333333,0.1825,0.19620000000000004,0.19399999999999995,0.20114285714285718,0.20114285714285718,0.20114285714285718
MIL,2016,10,10,0,18.0,9.585921286532333,0.0639796141740421,-0.4140787134676671,1.987142672143294,-0.20837895500530404,0.512,1,0.402,0.5245,0.5936666666666667,0.637,0.6374,0.6348333333333334,0.6451428571428571,0.6451428571428571,0.6451428571428571,1.0,1.6666666666666667,1.75,2.4,2.3333333333333335,2.142857142857143,2.142857142857143,2.142857142857143,0.12249999999999994,0.19166666666666665,0.235,0.23539999999999994,0.23283333333333334,0.2431428571428571,0.2431428571428571,0.2431428571428571
ORL,2016,11,11,0,8.0,10.809113223105676,0.02872093292621495,-0.19088677689432387,1.521673317711163,-0.12544530726309097,0.354,0,0.427,0.3295,0.39033333333333337,0.40575000000000006,0.383,0.3638333333333333,0.3711428571428571,0.3711428571428571,0.3711428571428571,0.0,0.3333333333333333,0.5,0.4,0.3333333333333333,0.2857142857142857,0.2857142857142857,0.2857142857142857,-0.09749999999999998,-0.036666666666666625,-0.021249999999999936,-0.043999999999999984,-0.0631666666666667,-0.05585714285714288,-0.05585714285714288,-0.05585714285714288
UTA,2016,12,12,0,7.0,11.790758355599747,0.025155412203516532,-0.20924164440025272,1.5716853772968007,-0.13313201701992997,0.622,2,0.488,0.6035,0.6056666666666667,0.607,0.63,0.6246666666666666,0.5998571428571429,0.5998571428571429,0.5998571428571429,2.0,1.6666666666666667,1.5,1.6,1.5,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.11550000000000005,0.1176666666666667,0.119,0.14200000000000002,0.1366666666666666,0.11185714285714288,0.11185714285714288,0.11185714285714288
CHI,2016,14,14,0,5.0,13.786070014500588,0.018003135272499134,-0.2139299854994121,1.5837328599927412,-0.135079590064446,0.5,2,0.512,0.4145,0.36566666666666664,0.35875,0.37320000000000003,0.4045,0.4164285714285714,0.4164285714285714,0.4164285714285714,1.0,0.6666666666666666,0.5,0.4,0.5,0.42857142857142855,0.42857142857142855,0.42857142857142855,-0.09750000000000003,-0.14633333333333337,-0.15325,-0.13879999999999998,-0.10749999999999998,-0.09557142857142858,-0.09557142857142858,-0.09557142857142858
MIN,2015,1,1,0,250.0,2.6453988815397675,0.640550900186089,1.6453988815397675,1.2032278939896657,1.3674873145468314,0.354,0,0.195,0.366,0.435,0.436,0.4082,0.39333333333333337,0.429125,0.429125,0.429125,0.0,0.3333333333333333,0.25,0.2,0.16666666666666666,0.375,0.375,0.375,0.17099999999999999,0.24,0.241,0.2132,0.19833333333333336,0.23412499999999997,0.23412499999999997,0.23412499999999997
NYK,2015,2,4,-2,199.0,2.9773494756583556,0.5544458056518548,-1.0226505243416444,1.3326349864329308,-0.7673898214836585,0.39,0,0.207,0.384,0.37399999999999994,0.33225,0.3294,0.36933333333333335,0.405,0.405,0.405,0.0,0.0,0.0,0.0,0.16666666666666666,0.375,0.375,0.375,0.17700000000000002,0.16699999999999995,0.12525,0.12240000000000004,0.16233333333333336,0.19800000000000004,0.19800000000000004,0.19800000000000004
PHI,2015,3,3,0,156.0,3.4031092636589597,0.4649642763903354,0.4031092636589597,1.4950595248603549,0.26962756797032006,0.122,0,0.22,0.2315,0.36566666666666664,0.42975,0.46159999999999995,0.49816666666666665,0.5337500000000001,0.5337500000000001,0.5337500000000001,0.0,0.6666666666666666,1.0,1.0,1.1666666666666667,1.375,1.375,1.375,0.01150000000000001,0.14566666666666664,0.20975000000000002,0.24159999999999995,0.2781666666666667,0.3137500000000001,0.3137500000000001,0.3137500000000001
LAL,2015,4,2,2,119.0,3.9645479898544327,0.37435126324834894,1.9645479898544327,1.6683339430370003,1.1775508123261045,0.207,0,0.256,0.262,0.317,0.3505,0.42679999999999996,0.45283333333333325,0.455375,0.455375,0.455375,0.0,0.0,0.0,1.0,1.0,1.125,1.125,1.125,0.006000000000000005,0.061,0.09449999999999997,0.17079999999999995,0.19683333333333325,0.19937499999999997,0.19937499999999997,0.19937499999999997
ORL,2015,5,5,0,88.0,4.683576746017335,0.28860481035257424,-0.3164232539826646,1.818016814464362,-0.17404858495541012,0.427,0,0.305,0.39049999999999996,0.36199999999999993,0.39949999999999997,0.41000000000000003,0.39033333333333337,0.378125,0.378125,0.378125,0.0,0.0,0.25,0.4,0.3333333333333333,0.25,0.25,0.25,0.08549999999999996,0.05699999999999994,0.09449999999999997,0.10500000000000004,0.08533333333333337,0.073125,0.073125,0.073125
SAC,2015,6,6,0,63.0,5.548022865564858,0.21311937684664184,-0.4519771344351424,1.9188808386108187,-0.2355420541706764,0.402,0,0.354,0.396,0.37366666666666665,0.39925,0.4056,0.4098333333333333,0.42625,0.42625,0.42625,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.04200000000000004,0.019666666666666666,0.04525000000000001,0.051600000000000035,0.055833333333333346,0.07225000000000004,0.07225000000000004,0.07225000000000004
DEN,2015,7,7,0,43.0,6.536808133918408,0.14885718434796708,-0.46319186608159235,1.9423259703057019,-0.23847277602363046,0.402,0,0.366,0.445,0.4836666666666667,0.5275000000000001,0.548,0.5655,0.5780000000000001,0.5780000000000001,0.5780000000000001,0.0,0.0,0.5,1.0,1.1666666666666667,1.625,1.625,1.625,0.07900000000000001,0.1176666666666667,0.1615000000000001,0.18200000000000005,0.1995,0.21200000000000008,0.21200000000000008,0.21200000000000008
DET,2015,8,8,0,28.0,7.602527892001192,0.09852172144208043,-0.3974721079988077,1.8796357144133884,-0.21146230886704234,0.537,1,0.39,0.494,0.488,0.491,0.45339999999999997,0.42416666666666664,0.379,0.379,0.379,0.5,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25,0.25,0.25,0.10399999999999998,0.09799999999999998,0.10099999999999998,0.06339999999999996,0.03416666666666662,-0.01100000000000001,-0.01100000000000001,-0.01100000000000001
CHA,2015,9,9,0,17.0,8.712457055014408,0.060501978163225625,-0.2875429449855922,1.7223082272689587,-0.16695208234680806,0.585,1,0.402,0.512,0.48766666666666664,0.48474999999999996,0.4586,0.4585000000000001,0.4505,0.4505,0.4505,0.5,0.3333333333333333,0.25,0.2,0.16666666666666666,0.125,0.125,0.125,0.10999999999999999,0.08566666666666661,0.08274999999999993,0.056599999999999984,0.05650000000000005,0.04849999999999999,0.04849999999999999,0.04849999999999999
MIA,2015,10,10,0,11.0,9.78161467440419,0.03938460743479916,-0.21838532559580948,1.5885779085199954,-0.13747221614032704,0.585,2,0.451,0.5425,0.5406666666666666,0.5245,0.5401999999999999,0.5428333333333333,0.555,0.555,0.555,1.0,1.0,0.75,1.4,1.3333333333333333,1.875,1.875,1.875,0.09149999999999997,0.08966666666666662,0.07349999999999995,0.08919999999999989,0.09183333333333327,0.10400000000000004,0.10400000000000004,0.10400000000000004
IND,2015,11,11,0,8.0,10.809065475010229,0.02872817503435114,-0.19093452498977115,1.5218328751397114,-0.1254635302659252,0.549,1,0.463,0.5305000000000001,0.5486666666666666,0.55775,0.5694000000000001,0.5531666666666667,0.506375,0.506375,0.506375,1.0,1.0,1.0,1.0,0.8333333333333334,0.625,0.625,0.625,0.06750000000000006,0.08566666666666661,0.09474999999999995,0.1064000000000001,0.09016666666666667,0.043375,0.043375,0.043375
UTA,2015,12,12,0,7.0,11.79070713287019,0.025161750928581507,-0.20929286712980932,1.5718530233001795,-0.13315040530341005,0.488,0,0.463,0.555,0.5650000000000001,0.57625,0.5831999999999999,0.6063333333333333,0.585875,0.585875,0.585875,1.0,1.3333333333333333,1.25,1.2,1.3333333333333333,1.125,1.125,1.125,0.09200000000000003,0.10200000000000004,0.11325000000000002,0.12019999999999992,0.14333333333333326,0.12287500000000001,0.12287500000000001,0.12287500000000001
PHX,2015,13,13,0,6.0,12.78300778317856,0.021588237547686163,-0.2169922168214402,1.594417560826664,-0.13609497421047934,0.28,0,0.476,0.2865,0.2763333333333334,0.26525000000000004,0.3054,0.3725,0.4455,0.4455,0.4455,0.0,0.0,0.0,0.0,0.6666666666666666,1.0,1.0,1.0,-0.1895,-0.1996666666666666,-0.21074999999999994,-0.17059999999999997,-0.10349999999999998,-0.03049999999999997,-0.03049999999999997,-0.03049999999999997
MIL,2014,1,2,-1,250.0,2.6459429934475205,0.6401630644852268,0.6459429934475205,1.2034843221634106,0.5367273852694306,0.5,1,0.183,0.451,0.4713333333333334,0.48775,0.5366000000000001,0.5750000000000001,0.588875,0.602,0.602,0.5,0.6666666666666666,0.75,1.2,1.3333333333333333,1.875,1.7777777777777777,1.7777777777777777,0.268,0.2883333333333334,0.30475,0.3536000000000001,0.39200000000000007,0.40587500000000004,0.419,0.419
PHI,2014,2,3,-1,199.0,2.978274452549272,0.5540718475726634,-0.021725547450727856,1.3332149501634452,-0.01629560743229321,0.22,0,0.232,0.17099999999999999,0.22766666666666668,0.32925,0.3878,0.42133333333333334,0.47887500000000005,0.49888888888888894,0.49888888888888894,0.0,0.0,0.5,0.8,0.8333333333333334,1.125,1.2222222222222223,1.2222222222222223,-0.061000000000000026,-0.004333333333333328,0.09724999999999998,0.15579999999999997,0.18933333333333333,0.24687500000000004,0.26688888888888895,0.26688888888888895
ORL,2014,3,4,-1,156.0,3.404553597370076,0.4646306032567911,-0.595446402629924,1.495932061603992,-0.39804374671364756,0.305,0,0.28,0.366,0.36200000000000004,0.34775,0.3806,0.3925,0.364375,0.37,0.37,0.0,0.0,0.0,0.2,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222,0.08599999999999997,0.08200000000000002,0.06774999999999998,0.10059999999999997,0.11249999999999999,0.08437499999999998,0.08999999999999997,0.08999999999999997
UTA,2014,4,5,-1,104.0,4.111449146110604,0.33371888263227667,-0.888550853889396,1.6365004410120365,-0.5429579067756943,0.463,0,0.305,0.47550000000000003,0.5243333333333334,0.5395000000000001,0.5536,0.5631666666666667,0.5873750000000001,0.5722222222222223,0.5722222222222223,0.0,0.6666666666666666,1.0,1.0,1.0,1.125,1.0,1.0,0.17050000000000004,0.21933333333333344,0.2345000000000001,0.2486,0.2581666666666667,0.2823750000000001,0.2672222222222223,0.2672222222222223
BOS,2014,5,6,-1,103.0,4.532685886543051,0.33095442635133443,-1.4673141134569487,1.8925917680107407,-0.7752935092807725,0.488,1,0.305,0.5365,0.573,0.5975,0.5976,0.6091666666666666,0.5971249999999999,0.608,0.608,1.0,1.6666666666666667,2.0,2.0,2.1666666666666665,2.25,2.3333333333333335,2.3333333333333335,0.23149999999999998,0.26799999999999996,0.29250000000000004,0.2926,0.30416666666666664,0.2921249999999999,0.303,0.303
LAL,2014,6,7,-1,63.0,5.548265180762932,0.21295874016564648,-1.4517348192370676,1.9183973692745235,-0.7567435415041605,0.256,0,0.329,0.2315,0.26,0.30175,0.3316,0.3983333333333334,0.421875,0.43322222222222223,0.43322222222222223,0.0,0.0,0.0,0.0,0.8333333333333334,0.75,1.0,1.0,-0.0975,-0.069,-0.027249999999999996,0.002599999999999991,0.06933333333333336,0.09287499999999999,0.10422222222222222,0.10422222222222222
SAC,2014,7,8,-1,43.0,6.537084049572589,0.148745314836838,-1.4629159504274112,1.9418060274477498,-0.7533790346455063,0.354,0,0.341,0.378,0.38200000000000006,0.36875,0.3902,0.39699999999999996,0.397375,0.4182222222222222,0.4182222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.03699999999999998,0.041000000000000036,0.027749999999999997,0.049199999999999966,0.05599999999999994,0.05637499999999995,0.07722222222222219,0.07722222222222219
DET,2014,8,9,-1,28.0,7.6027755764341975,0.09844804365013962,-1.3972244235658025,1.8791027202277955,-0.743559364012002,0.39,0,0.354,0.46349999999999997,0.45933333333333337,0.4635,0.4708,0.44283333333333336,0.40187500000000004,0.38022222222222224,0.38022222222222224,0.5,0.3333333333333333,0.25,0.4,0.3333333333333333,0.25,0.2222222222222222,0.2222222222222222,0.10949999999999999,0.10533333333333339,0.10950000000000004,0.11680000000000001,0.08883333333333338,0.047875000000000056,0.026222222222222258,0.026222222222222258
CLE,2014,9,1,8,17.0,8.712639398802455,0.06045695817805628,7.712639398802455,1.7217945202270786,4.479419180510154,0.646,4,0.402,0.6705,0.6543333333333333,0.64325,0.561,0.5161666666666667,0.4925,0.5068888888888889,0.5068888888888889,4.5,4.333333333333333,4.25,3.4,2.8333333333333335,2.125,2.0,2.0,0.26849999999999996,0.2523333333333333,0.24124999999999996,0.15900000000000003,0.11416666666666664,0.09049999999999997,0.10488888888888892,0.10488888888888892
DEN,2014,11,11,0,8.0,10.80919138666541,0.028706902946978932,-0.19080861333459076,1.5213545294324937,-0.12542021576375595,0.366,0,0.439,0.384,0.4186666666666667,0.45425000000000004,0.4952000000000001,0.5176666666666667,0.543,0.5544444444444445,0.5544444444444445,0.0,0.0,0.0,0.4,0.8333333333333334,1.0,1.4444444444444444,1.4444444444444444,-0.05499999999999999,-0.020333333333333314,0.015250000000000041,0.05620000000000008,0.07866666666666672,0.10400000000000004,0.11544444444444452,0.11544444444444452
NYK,2014,12,12,0,7.0,11.790848986934796,0.02514313063428095,-0.20915101306520434,1.5713537590249287,-0.13310243594987084,0.207,0,0.451,0.29850000000000004,0.325,0.33225000000000005,0.30720000000000003,0.309,0.35925,0.383,0.383,0.0,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.3333333333333333,-0.15249999999999997,-0.126,-0.11874999999999997,-0.14379999999999998,-0.14200000000000002,-0.09175,-0.068,-0.068
MIN,2014,13,13,0,6.0,12.783157604647172,0.021572271306424345,-0.21684239535282757,1.5939061779999513,-0.13604464199073718,0.195,0,0.488,0.27449999999999997,0.309,0.375,0.38780000000000003,0.3726666666666667,0.3895,0.40311111111111114,0.40311111111111114,0.0,0.0,0.25,0.2,0.16666666666666666,0.25,0.3333333333333333,0.3333333333333333,-0.21350000000000002,-0.179,-0.11299999999999999,-0.10019999999999996,-0.11533333333333329,-0.09849999999999998,-0.08488888888888885,-0.08488888888888885
PHX,2014,14,14,0,5.0,13.786168922989393,0.017994355427060963,-0.21383107701060666,1.583393862996792,-0.13504604382254062,0.476,0,0.585,0.378,0.3496666666666666,0.32625,0.3074,0.33383333333333337,0.436375,0.4488888888888889,0.4488888888888889,0.0,0.0,0.0,0.0,0.0,0.75,0.8888888888888888,0.8888888888888888,-0.20699999999999996,-0.23533333333333334,-0.25875,-0.27759999999999996,-0.2511666666666666,-0.14862499999999995,-0.13611111111111107,-0.13611111111111107
